Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Weight (LB),Volume (CUFT),Product Dimension (Inch)
crush-swing-chair-w-stand,,,,,,,,,Light Gray,,,,,,,,GM-1011LG-SET,30898.984399822,shopify,20,deny,manual,305,567.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1011DG-WB-1_e9a36522-7366-43e2-b580-6cb245220ee6.jpg?v=1773958129,3,crush-swing-chair-w-stand,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1011LG-WB-1_8d52196d-1e77-47bd-96ac-51461d869d12.jpg?v=1773958129,lb,,219.00,Active,68.12,6.8,"28 1/4""""W X 29 1/2""""D X 43 1/4""""H"""
crush-swing-chair-w-stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1011DG-1_b6125cbc-5c5f-4d29-84f3-21f21195ad7f.jpg?v=1773958129,4,crush-swing-chair-w-stand,,,,,,,,Active,,,
crush-swing-chair-w-stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1011LG-WB-1_8d52196d-1e77-47bd-96ac-51461d869d12.jpg?v=1773958129,5,crush-swing-chair-w-stand,,,,,,,,Active,,,
cyprus-7-pc-bar-table-set,Furniture of America - CYPRUS 7 Pc. Bar Table Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
CYPRUS 7 Pc. Bar Table Set creates a cohesive setup that feels inviting the moment you walk in. Designed as a outdoor bar table set, it pairs easily with surrounding decor. Its Contemporary styling keeps the room feeling polished yet comfortable. With Aluminum, Polyethylene Wicker, Polyspun construction and Gray tones, it blends durability with visual warmth.<br>
Product Dimensions: 46""DIA X 39 1/2""H</p>

<p>Features<br>
- Includes stainless steel ice bucket<br>
- Removable bucket with center cover<br>
- Stackable wicker chairs<br>
- Stainless steel footrest around base<br>
- Includes umbrella hole and space for umbrella base Included items and dimensions:<br>
- Bar Chair: color: Gray; dimensions: 20 1 or 4"" W x 18""D x 41 3 or 4"" H; feature: Contemporary</p>

<p>Materials: Aluminum, Polyethylene Wicker, Polyspun.<br>
Color: Gray<br>
Weight: 144.5 lbs</p>",GOODDEGG,,Bar Table Set,"2026, Bar Table Set, CYPRUS, DINING ROOM FURNITURE, Furniture of America, New Arrival, Outdoor, Outdoor Furniture, Quick Ship Furniture, LTL",true,Title,Default Title,,,,,,,,GM-2006-7PC,65544.006746526,shopify,20,deny,manual,1110,2547.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2006-1-Z_bda5598f-25b6-46bf-8959-3debc97489f9.jpg?v=1773958130,1,cyprus-7-pc-bar-table-set,false,CYPRUS 7 Pc. Bar Table Set,"Shop CYPRUS 7 Pc. Bar Table Set. Contemporary style. Aluminum, Polyethylene Wicker build. Color: Gray. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2006-1-Z_bda5598f-25b6-46bf-8959-3debc97489f9.jpg?v=1773958130,lb,,949.00,Active,144.5,37.7,"46""DIA X 39 1/2""H"
cyprus-7-pc-bar-table-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2006-2_23b0a0ef-a280-47a4-b8e0-b6d490d0fe3a.jpg?v=1773958129,2,cyprus-7-pc-bar-table-set,,,,,,,,Active,,,
cyprus-7-pc-bar-table-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2006-3_64d5ca04-4346-42e3-8a23-6ed9ec6d5c62.jpg?v=1773958129,3,cyprus-7-pc-bar-table-set,,,,,,,,Active,,,
ilona-l-sectional-and-coffee-table-and-end-table-sofa-set,Furniture of America - ILONA L-Sectional and Coffee Table and End Table Sofa Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with ILONA, styled in Contemporary and designed for everyday comfort.<br>
This outdoor sofa set is made to fit naturally into the room. With Aluminum, Polyester Canvas, Faux Rattan and Brown/Beige tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: Varies by variant</p>

<p>Features<br>
- Aluminum<br>
- Polyester Canvas<br>
- Faux Rattan<br>
- Aluminum Frame<br>
- Modular Design<br>
- 5mm Tempered Glass Table Tops<br>
- UV &amp; Water Resistant<br>
- Beige Fabric Cushions<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Brown/Beige | Dimensions: L-SECTIONAL: 103 1/4""W X 79 1/4""D X 25 1/2-31""H | Weight: 204 lbs | Volume: 45.7 cuft</strong><br>
- <strong>Size: - | Color: Brown/Beige | Dimensions: L-SECTIONAL: 79 1/2""W X 79""D X 25 1/2-31""H | Weight: 179 lbs | Volume: 40.2 cuft</strong><br>
</p>

<p>Materials: Aluminum, Polyester Canvas, Faux Rattan.<br>
Color: Brown/Beige<br>
Weight: 179 - 204 lbs</p>",GOODDEGG,,Sofa Set,"2026, Furniture of America, ILONA, LIVING ROOM FURNITURE, New Arrival, Outdoor, Outdoor Furniture, Quick Ship Furniture, Sofa Set, LTL",true,SKU,CM-OS2136-SET5,,,,,,,,CM-OS2136-SET5,92532.979557711,shopify,20,deny,manual,1275,2817.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS2136-5_4b0fa67a-b15e-4222-89c4-7f10e0c0637e.jpg?v=1773958130,1,ilona-l-sectional-and-coffee-table-and-end-table-sofa-set,false,ILONA L-Sectional and Coffee Table and End Table Sofa Set,Shop ILONA L-Sectional and Coffee Table and End Table Sofa Set. Color: Brown/Beige. Free shipping from GOODDEGG. Buy now.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS2136-5_4b0fa67a-b15e-4222-89c4-7f10e0c0637e.jpg?v=1773958130,lb,,1082.00,Active,204,45.7,"L-SECTIONAL: 103 1/4""W X 79 1/4""D X 25 1/2-31""H"
ilona-l-sectional-and-coffee-table-and-end-table-sofa-set,,,,,,LTL,,,CM-OS2136-SET7,,,,,,,,CM-OS2136-SET7,81192.988870763,shopify,20,deny,manual,1110,2427.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS2136-1_161e7dbb-4655-4b6a-a094-2cae621434de.jpg?v=1773958130,2,ilona-l-sectional-and-coffee-table-and-end-table-sofa-set,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS2136-7_22f03ce0-8b42-45b5-a25a-79d4ad9ffbe9.jpg?v=1773958130,lb,,933.00,Active,179,40.2,"L-SECTIONAL: 79 1/2""W X 79""D X 25 1/2-31""H"
ilona-l-sectional-and-coffee-table-and-end-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS2136-2_ff20cf9a-e209-43a2-8c94-528c1e41f085.jpg?v=1773958130,3,ilona-l-sectional-and-coffee-table-and-end-table-sofa-set,,,,,,,,Active,,,
ilona-l-sectional-and-coffee-table-and-end-table-sofa-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-OS2136-7_22f03ce0-8b42-45b5-a25a-79d4ad9ffbe9.jpg?v=1773958130,4,ilona-l-sectional-and-coffee-table-and-end-table-sofa-set,,,,,,,,Active,,,
johari-3-pc-conversation-set-patio-set,Furniture of America - JOHARI 3 Pc. Conversation Set Patio Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
JOHARI 3 Pc. Conversation Set brings a composed, welcoming feel to the room without overwhelming the space. This outdoor patio set is made to fit naturally into the room. A Contemporary profile gives the space a refined, approachable look. Finished in Natural or Beige tones, the Steel, Fabric, Foam, PE Rattan build keeps the look polished and practical.<br>
Product Dimensions: COFFEE TABLE: 30""W X 30""D X 16.5""H, CHAIR: 30""W X 29""D X 25.5""H (SEAT HT: 16.5"")</p>

<p>Features<br>
- Natural or Beige<br>
- Powder Coated Steel Frame<br>
- 10mm Round Wicker<br>
- Seat Cushion<br>
- Pillow Back w/ 100% Fiber Fill<br>
- Weather Resistant Included items and dimensions:<br>
- Patio Chair (2 / CTN): dimensions: 30"" W x 29""D x 25.5"" H (SEAT HT: 16.5"")<br>
- Patio Coffee Table: dimensions: 30"" W x 29""D x 25.5"" H (SEAT HT: 16.5"")</p>

<p>Materials: Steel, Fabric, Foam, PE Rattan.<br>
Color: Natural or Beige<br>
Weight: 91.3 lbs</p>",GOODDEGG,,Patio Set,"2026, Furniture of America, JOHARI, New Arrival, Outdoor, Outdoor Furniture, Patio Set, Quick Ship Furniture, LTL",true,Title,Default Title,,,,,,,,FM80016NT-3PC,41412.983381,shopify,20,deny,manual,550,897.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80016NT-3PC-1_00c7ea1c-c488-4bb9-882d-52bc333c1bb6.jpg?v=1773958131,1,johari-3-pc-conversation-set-patio-set,false,JOHARI 3 Pc. Conversation Set Patio Set,"Shop JOHARI 3 Pc. Conversation Set Patio Set. Contemporary style. Steel, Fabric build. Color: Natural/Beige. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80016NT-3PC-1_00c7ea1c-c488-4bb9-882d-52bc333c1bb6.jpg?v=1773958131,lb,,389.00,Active,91.3,19.4,"COFFEE TABLE: 30""W X 30""D X 16.5""H, CHAIR: 30""W X 29""D X 25.5""H (SEAT HT: 16.5"")"
johari-4-pc-conversation-set-patio-set,Furniture of America - JOHARI 4 Pc. Conversation Set Patio Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
JOHARI 4 Pc. Conversation Set is designed for everyday living, balancing comfort with a clean, finished look. Designed as a outdoor patio set, it pairs easily with surrounding decor. Its Contemporary styling keeps the room feeling polished yet comfortable. Built from Steel, Fabric, Foam, PE Rattan and finished in Natural or Beige tones for a clean, cohesive look.<br>
Product Dimensions: COFFEE TABLE: 30""W X 30""D X 16.5""H, CHAIR: 30""W X 29""D X 25.5""H (SEAT HT: 16.5""), BENCH: 58""W X 29""D X 25.5""H (SEAT HT: 16.5"")</p>

<p>Features<br>
- Natural or Beige<br>
- Powder Coated Steel Frame<br>
- 10mm Round Wicker<br>
- Seat Cushion<br>
- Pillow Back w/ 100% Fiber Fill<br>
- Weather Resistant Included items and dimensions:<br>
- Patio Chair (2 / CTN): dimensions: 30"" W x 29""D x 25.5"" H (SEAT HT: 16.5"")<br>
- Patio Bench: dimensions: 58"" W x 29""D x 25.5"" H (SEAT HT: 16.5"")<br>
- Patio Coffee Table: dimensions: 30"" W x 29""D x 25.5"" H (SEAT HT: 16.5"")</p>

<p>Materials: Steel, Fabric, Foam, PE Rattan.<br>
Color: Natural or Beige<br>
Weight: 144.1 lbs</p>",GOODDEGG,,Patio Set,"2026, Furniture of America, JOHARI, New Arrival, Outdoor, Outdoor Furniture, Patio Set, Quick Ship Furniture, LTL",true,Title,Default Title,,,,,,,,FM80016NT-4PC-BN,65362.978031659,shopify,20,deny,manual,835,1587.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80016NT-4PC-BN-1_1726cb02-401a-4103-a6d7-23d7903832bb.jpg?v=1773958131,1,johari-4-pc-conversation-set-patio-set,false,JOHARI 4 Pc. Conversation Set Patio Set,"Shop JOHARI 4 Pc. Conversation Set Patio Set. Contemporary style. Steel, Fabric build. Color: Natural/Beige. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80016NT-4PC-BN-1_1726cb02-401a-4103-a6d7-23d7903832bb.jpg?v=1773958131,lb,,669.00,Active,144.1,38.1,"COFFEE TABLE: 30""W X 30""D X 16.5""H, CHAIR: 30""W X 29""D X 25.5""H (SEAT HT: 16.5""), BENCH: 58""W X 29""D X 25.5""H (SEAT HT: 16.5"")"
kimara-3-pc-patio-dining-set-patio-set,Furniture of America - KIMARA 3 Pc. Patio Dining Set Patio Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with KIMARA, styled in Contemporary and designed for everyday comfort.<br>
This outdoor patio set is made to fit naturally into the room. With Steel Frame, PE Rattan Wicker, Polyester Fabric, Foam and Black or Gray tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Table: 56.5""W X 29""D X 26.5""H, Sectional: 97""W X 70.5""D X 28.5""H<br>
Size: Varies by variant</p>

<p>Features<br>
- Steel Frame<br>
- PE Rattan Wicker<br>
- Polyester Fabric<br>
- Foam<br>
- Sturdy &amp; Durable Design<br>
- Weather Resistance<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Black | Dimensions: Table: 56.5""W X 29""D X 26.5""H, Sectional: 97""W X 70.5""D X 28.5""H | Weight: 149.1 lbs | Volume: 26.9 cuft</strong><br>
- <strong>Size: - | Color: Gray | Dimensions: Table: 56.5""W X 29""D X 26.5""H, Sectional: 97""W X 70.5""D X 28.5""H | Weight: 150.7 lbs | Volume: 28.1 cuft</strong><br>
</p>

<p>Materials: Steel Frame, PE Rattan Wicker, Polyester Fabric, Foam.<br>
Color: Black or Gray<br>
Weight: 149.1 - 150.7 lbs</p>",GOODDEGG,,Patio Set,"2026, Furniture of America, KIMARA, New Arrival, Outdoor, Outdoor Furniture, Patio Set, Quick Ship Furniture, LTL",true,Color,Black,,,,,,,,FM80001BB-SET,67630.985240896,shopify,20,deny,manual,590,957.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80001BB-SET-1-Z_a029b0fb-c6b2-4005-90de-c6a2c6eab755.jpg?v=1773958132,1,kimara-3-pc-patio-dining-set-patio-set,false,KIMARA 3 Pc. Patio Dining Set Patio Set,Shop KIMARA 3 Pc. Patio Dining Set Patio Set. Multiple colors available. Free shipping from GOODDEGG. Buy now.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80001BB-SET-1-Z_a029b0fb-c6b2-4005-90de-c6a2c6eab755.jpg?v=1773958132,lb,,419.00,Active,149.1,26.9,"Table: 56.5""W X 29""D X 26.5""H, Sectional: 97""W X 70.5""D X 28.5""H"
kimara-3-pc-patio-dining-set-patio-set,,,,,,LTL,,,Gray,,,,,,,,FM80001GG-SET,68356.007285104,shopify,20,deny,manual,575,957.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80001GG-SET-1-Z_79876495-022f-4ffb-b2b7-4c44b9cf9b6b.jpg?v=1773958132,2,kimara-3-pc-patio-dining-set-patio-set,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80001GG-SET-1-Z_79876495-022f-4ffb-b2b7-4c44b9cf9b6b.jpg?v=1773958132,lb,,399.00,Active,150.7,28.1,"Table: 56.5""W X 29""D X 26.5""H, Sectional: 97""W X 70.5""D X 28.5""H"
kimara-5-pc-patio-dining-set-patio-set,Furniture of America - KIMARA 5 Pc. Patio Dining Set Patio Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with KIMARA, styled in Contemporary and designed for everyday comfort.<br>
This outdoor patio set is made to fit naturally into the room. With Steel Frame, PE Rattan Wicker, Polyester Fabric, Foam and Black or Gray tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: Varies by variant</p>

<p>Features<br>
- Steel Frame<br>
- PE Rattan Wicker<br>
- Polyester Fabric<br>
- Foam<br>
- Sturdy &amp; Durable Design<br>
- Weather Resistance<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Black | Dimensions: Table: 56.5""W X 29""D X 26.5""H, Sectional: 97""W X 70.5""D X 28.5""H, Chair: 25""W X 23""D X 30.5""H | Weight: 175 lbs | Volume: 34.1 cuft</strong><br>
- <strong>Size: - | Color: Gray | Dimensions: Table: 56.5""W X 29""D X 26.5""H, Sectional: 97""W X 70.5""D X 28.5""H, Chair: 22.5""W X 23.5""D X 35""H | Weight: 174.9 lbs | Volume: 45.6 cuft</strong><br>
</p>

<p>Materials: Steel Frame, PE Rattan Wicker, Polyester Fabric, Foam.<br>
Color: Black or Gray<br>
Weight: 174.9 - 175 lbs</p>",GOODDEGG,,Patio Set,"2026, Furniture of America, KIMARA, New Arrival, Outdoor, Outdoor Furniture, Patio Set, Quick Ship Furniture, LTL",true,Color,Black,,,,,,,,FM80001BB-SET+2CH,79378.982264659,shopify,20,deny,manual,1280,1287.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80001BB-SET_2CH-1-Z_80bfa968-aee9-4716-b66b-a5b69758f167.jpg?v=1773958133,1,kimara-5-pc-patio-dining-set-patio-set,false,KIMARA 5 Pc. Patio Dining Set Patio Set,Shop KIMARA 5 Pc. Patio Dining Set Patio Set. Multiple colors available. Free shipping from GOODDEGG. Buy now.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80001BB-SET_2CH-1-Z_80bfa968-aee9-4716-b66b-a5b69758f167.jpg?v=1773958133,lb,,559.00,Active,175,34.1,"Table: 56.5""W X 29""D X 26.5""H, Sectional: 97""W X 70.5""D X 28.5""H, Chair: 25""W X 23""D X 30.5""H"
kimara-5-pc-patio-dining-set-patio-set,,,,,,LTL,,,Gray,,,,,,,,FM80001GG-SET+2CH,79332.987998341,shopify,20,deny,manual,1250,1257.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80001GG-SET_2CH-1-Z_04f56388-211f-4196-a643-a0fee881f1ec.jpg?v=1773958133,2,kimara-5-pc-patio-dining-set-patio-set,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM80001GG-SET_2CH-1-Z_04f56388-211f-4196-a643-a0fee881f1ec.jpg?v=1773958133,lb,,529.00,Active,174.9,45.6,"Table: 56.5""W X 29""D X 26.5""H, Sectional: 97""W X 70.5""D X 28.5""H, Chair: 22.5""W X 23.5""D X 35""H"
kyushu-4-pc-patio-set,Furniture of America - KYUSHU 4 Pc. Patio Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with KYUSHU, styled in Rustic and designed for everyday comfort.<br>
This outdoor patio set is made to fit naturally into the room. With Acacia Wood, Polyester and Beige/Natural or Black/Natural tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: LOVESEAT: 52 3/4""L X 27 1/4""W X 34 1/4""H, TABLE: 39 1/2""L X 23 1/2""W X 18""H, CHAIR: 24""W X 27 1/4""D X 34 1/4""H<br>
Size: Varies by variant</p>

<p>Features<br>
- Acacia Wood<br>
- Polyester<br>
- Weather-resistant<br>
- Natural acacia wood<br>
- Includes tie-back cushions<br>
- Easy to assemble with included hardware kit<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Beige/Natural | Dimensions: LOVESEAT: 52 3/4""L X 27 1/4""W X 34 1/4""H, TABLE: 39 1/2""L X 23 1/2""W X 18""H, CHAIR: 24""W X 27 1/4""D X 34 1/4""H | Weight: 125.04 lbs | Volume: 15.1 cuft</strong><br>
- <strong>Size: - | Color: Black/Natural | Dimensions: LOVESEAT: 52 3/4""L X 27 1/4""W X 34 1/4""H, TABLE: 39 1/2""L X 23 1/2""W X 18""H, CHAIR: 24""W X 27 1/4""D X 34 1/4""H | Weight: 125.04 lbs | Volume: 15.1 cuft</strong><br>
</p>

<p>Materials: Acacia Wood, Polyester.<br>
Color: Beige/Natural or Black/Natural<br>
Weight: 125.04 lbs</p>",GOODDEGG,,Patio Set,"2026, Furniture of America, KYUSHU, New Arrival, Outdoor, Outdoor Furniture, Patio Set, Quick Ship Furniture, LTL",true,Color,Beige/Natural,,,,,,,,GM-1022BG-4PC,56717.008507852,shopify,20,deny,manual,490,807.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1022BG-1_030e916f-c6e7-42ef-b560-a6f3b296afee.jpg?v=1773958133,1,kyushu-4-pc-patio-set,false,KYUSHU 4 Pc. Patio Set,"Shop KYUSHU 4 Pc. Patio Set. Rustic style. Acacia Wood, Polyester build. Multiple colors available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1022BG-1_030e916f-c6e7-42ef-b560-a6f3b296afee.jpg?v=1773958133,lb,,319.00,Active,125.04,15.1,"LOVESEAT: 52 3/4""L X 27 1/4""W X 34 1/4""H, TABLE: 39 1/2""L X 23 1/2""W X 18""H, CHAIR: 24""W X 27 1/4""D X 34 1/4""H"
kyushu-4-pc-patio-set,,,,,,LTL,,,Black/Natural,,,,,,,,GM-1022BK-4PC,56717.008507852,shopify,20,deny,manual,490,807.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1022BG-2_91b83a93-4633-416d-93fa-44d7ebd41fad.jpg?v=1773958133,2,kyushu-4-pc-patio-set,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1022BK-1_13847241-5eb5-4a0e-9e3c-ce0aba535026.jpg?v=1773958134,lb,,319.00,Active,125.04,15.1,"LOVESEAT: 52 3/4""L X 27 1/4""W X 34 1/4""H, TABLE: 39 1/2""L X 23 1/2""W X 18""H, CHAIR: 24""W X 27 1/4""D X 34 1/4""H"
kyushu-4-pc-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1022BK-1_13847241-5eb5-4a0e-9e3c-ce0aba535026.jpg?v=1773958134,3,kyushu-4-pc-patio-set,,,,,,,,Active,,,
kyushu-4-pc-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1022BK-2_27c52a15-e60e-4855-9eb5-deaecd81d874.jpg?v=1773958134,4,kyushu-4-pc-patio-set,,,,,,,,Active,,,
lotus-5-pc-conversation-set-patio-set,Furniture of America - LOTUS 5 Pc. Conversation Set Patio Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
LOTUS 5 Pc. Conversation Set brings a composed, welcoming feel to the room without overwhelming the space. As a outdoor patio set, it is designed to coordinate with matching pieces. The Contemporary character adds definition without feeling heavy. Finished in Black or Light Brown tones, the Aluminum, Fabric, Ceramic build keeps the look polished and practical.<br>
Product Dimensions: Sofa: 74 1/4""W X 29 1/2""D X 34""H, Coffee Table: 47 1/4""L X 25 1/2""W X 15 1/2""H, Chair: 28 1/4""W X 26 1/2""D X 37""H</p>

<p>Features<br>
- Black or Light Brown<br>
- Washable Cushion Covers<br>
- Open Storage Shelf<br>
- Slatted Tabletop Design<br>
- Durable Aluminum Frame<br>
- Ceramic Tabletop on End Table Included items and dimensions:<br>
- Sofa &amp; Coffee Table Set: color: Black or Light Brown; dimensions: Sofa: 74"" W x 29.5""D x 34"" H, Table: 47"" W x 25.5""D x 15.5"" H; feature: Contemporary<br>
- 3 Pc. Patio Set: color: Black or Light Brown; dimensions: Chair: 74"" W x 29.5""D x 34"" H, Table: 28"" W x 26.5""D x 37"" H; feature: Contemporary</p>

<p>Materials: Aluminum, Fabric, Ceramic.<br>
Color: Black or Light Brown<br>
Weight: 96.8 lbs</p>",GOODDEGG,,Patio Set,"2026, Furniture of America, LOTUS, New Arrival, Outdoor, Outdoor Furniture, Patio Set, Quick Ship Furniture, LTL",true,Title,Default Title,,,,,,,,GM-1049BK-5PC,43908.013571422,shopify,20,deny,manual,1245,2817.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1049-5PC-1_20925029-4749-4425-9980-909023e9ccc1.jpg?v=1773958134,1,lotus-5-pc-conversation-set-patio-set,false,LOTUS 5 Pc. Conversation Set Patio Set,"Shop LOTUS 5 Pc. Conversation Set Patio Set. Contemporary style. Aluminum, Fabric build. Color: Black/Light Brown. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1049-5PC-1_20925029-4749-4425-9980-909023e9ccc1.jpg?v=1773958134,lb,,1099.00,Active,96.8,54.3,"Sofa: 74 1/4""W X 29 1/2""D X 34""H, Coffee Table: 47 1/4""L X 25 1/2""W X 15 1/2""H, Chair: 28 1/4""W X 26 1/2""D X 37""H"
lotus-5-pc-conversation-set-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-1049-5PC-WB-1_702b17f6-f4bd-43c5-ab5b-46a1da4ded4c.jpg?v=1773958134,2,lotus-5-pc-conversation-set-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-arm-chairs-patio-set,Furniture of America - LYON 5 Pc. Game Table Set w/ 4 Arm Chairs Patio Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
LYON 5 Pc. Game Table Set w/ 4 Arm Chairs brings a composed, welcoming feel to the room without overwhelming the space. As a outdoor patio set, it is designed to coordinate with matching pieces. The Contemporary character adds definition without feeling heavy. Finished in Black or Natural or Brown tones, the Aluminum, Outdoor Fabric build keeps the look polished and practical.<br>
Product Dimensions: Table: 50.5"" DIA X 29.5""H, Arm Chair: 20""W X 26.5""D X 32.25""H</p>

<p>Features<br>
- Black or Natural or Brown<br>
- Inlaid Chess Board<br>
- Teak Poker Race Track Table<br>
- UV &amp; Rain-Resistant<br>
- FSC Certified Teak Wood Included items and dimensions:<br>
- Game Table: color: Black or Natural or Brown; dimensions: 50.5""DIA x 29.5"" H; feature: Contemporary<br>
- Arm Chair (2 / CTN): color: Natural or Beige; dimensions: 24"" W x 26.5""D x 33"" H; feature: Contemporary</p>

<p>Materials: Aluminum, Outdoor Fabric.<br>
Color: Black or Natural or Brown<br>
Weight: 184.85 lbs</p>",GOODDEGG,,Patio Set,"2026, Furniture of America, LYON, New Arrival, Outdoor, Outdoor Furniture, Patio Set, Quick Ship Furniture, LTL",true,Title,Default Title,,,,,,,,GM-2018-5PC-19,83847.00318687,shopify,20,deny,manual,1385,3357.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-5PC-19-1_dcdcd560-560d-4d7d-a916-a9a81cd207d1.jpg?v=1773958134,1,lyon-5-pc-game-table-set-w-4-arm-chairs-patio-set,false,LYON 5 Pc. Game Table Set w/ 4 Arm Chairs Patio Set,Shop LYON 5 Pc. Game Table Set w/ 4 Arm Chairs Patio Set. Color: Black/Natural/Brown. Free shipping from GOODDEGG. Buy now.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-5PC-19-1_dcdcd560-560d-4d7d-a916-a9a81cd207d1.jpg?v=1773958134,lb,,1209.00,Active,184.85,24.9,"Table: 50.5"" DIA X 29.5""H, Arm Chair: 20""W X 26.5""D X 32.25""H"
