Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Bedding size (product.metafields.shopify.bedding-size),Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Weight (LB),Volume (CUFT),Product Dimension (Inch),Color
sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-CM7150GY-1_efe0fe38-0aee-4fd5-bd54-1cf57240996e.jpg?v=1773558267,7,sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-3_7e1cd7c8-6150-40eb-91aa-2f74ad08c6c7.jpg?v=1773558267,8,sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-4_aac686f6-f624-4e93-b4dd-bcae29177805.jpg?v=1773558268,9,sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-1-Z_561fac89-9ad3-4132-b982-2274a345827f.jpg?v=1773558267,10,sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-USB_30b8d63b-8cac-4119-832d-ecb7f83ab8be.jpg?v=1773558268,11,sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-2_d80942bf-e44f-48c3-8a6f-3ed4e6bfdc39.jpg?v=1773558268,12,sansom-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-2ns,Furniture of America - SANSOM 5 Pc. Queen Bedroom Set w/ 2NS (CM7178BK-Q-5PC-2NS),"<p><span style=""color: Black""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>SANSOM 5 Pc. Bedroom Set w/2NS completes the bedroom with a relaxed, pulled-together look. As a bedroom bedroom set, it is designed to coordinate with matching pieces. The Glam character adds definition without feeling heavy. Finished in Black tones, the Velvet-Like Fabric, Others build keeps the look polished and practical.<br>Product Dimensions: 103 1 / 2"" L x 94"" W x 56"" H<br><strong>Size:</strong> Queen<br>Features<br>- Padded Flannelette Fabric<br>- Wingback Design<br>- Button Tufted Headboard<br>- Crystal-Like Acrylic Buttons<br>- Storage Compartments in Bed Rail and Footboard<br>- Mattress Ready<br>- USB Port on each side of Headboard</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Black<br>- <strong>Dresser</strong>: color: Black</p>
<p><strong>Materials:</strong> Velvet-Like Fabric, Others<br><strong>Color:</strong> Black<br><strong>Weight:</strong> 655.84 lbs<br>
Volume : 90 CUFT</p><br>SKU : CM7178BK-Q-5PC-2NS",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, SANSOM, LTL",TRUE,Color,Black,,,,,,,,CM7178BK-Q-5PC-2NS,297484.0199,shopify,deny,manual,3260,3267,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-1-Z_934da1b7-0397-46c3-981b-2241abd7d747.jpg?v=1773558269,1,sansom-5-pc-queen-bedroom-set-with-2ns,FALSE,SANSOM 5 Pc. Queen Bedroom Set w/ 2NS | GOODDEGG,The SANSOM Bedroom w/ 2NS creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-1-Z_934da1b7-0397-46c3-981b-2241abd7d747.jpg?v=1773558269,lb,,1389,Active,655.84,90,"103 1/2""L X 94""W X 56""H",Black
sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,Gray,,,,,,,,CM7178GY-Q-5PC-2NS,296376.9824,shopify,deny,manual,3260,3267,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-1_44a77e97-5a46-486d-aa57-bef49e6b4c34.jpg?v=1773558269,2,sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-CM7150GY-1_c17325d6-b6f1-4636-a5ee-0b836364e667.jpg?v=1773558269,lb,,1459,Active,653.4,90.2,"103 1/2""L X 94""W X 56""H",Gray
sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-3_f162531c-e3f6-4a58-bd50-5a51134587c7.jpg?v=1773558269,3,sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-USB_1a044d7b-1595-4bcd-8a2f-74d4278840af.jpg?v=1773558269,4,sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-CM7150BK-1_527de6a8-143a-489d-965a-0af8acdafc65.jpg?v=1773558269,5,sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-2_db615a39-5e68-4d29-8331-0231a13a49f3.jpg?v=1773558269,6,sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-CM7150GY-1_c17325d6-b6f1-4636-a5ee-0b836364e667.jpg?v=1773558269,7,sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-3_450a9e54-383d-40e9-81c3-084b897f7650.jpg?v=1773558269,8,sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-4_022dc606-a6a8-4dd4-8434-de892d0ba368.jpg?v=1773558269,9,sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-1-Z_f5b74980-5948-4908-a153-854604f0eaf4.jpg?v=1773558269,10,sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-USB_c75fee93-aa25-4398-9d47-b004dc994b4e.jpg?v=1773558269,11,sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-2_ca264518-6f4d-42e7-926f-2b3435786cd6.jpg?v=1773558269,12,sansom-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-4-pc-queen-bedroom-set,Furniture of America - SANSOM 4 Pc. Queen Bedroom Set (CM7178BK-Q-4PC),"<p><span style=""color: Black""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>SANSOM 4 Pc. Bedroom Set brings a restful, finished feel to the bedroom. This bedroom bedroom set is made to fit naturally into the room. A Glam profile gives the space a refined, approachable look. Crafted with Velvet-Like Fabric, Others, then finished in Black tones to suit a range of interiors.<br>Product Dimensions: 103 1 / 2"" L x 94"" W x 56"" H<br><strong>Size:</strong> Queen<br>Features<br>- Padded Flannelette Fabric<br>- Wingback Design<br>- Button Tufted Headboard<br>- Crystal-Like Acrylic Buttons<br>- Storage Compartments in Bed Rail and Footboard<br>- Mattress Ready<br>- USB Port on each side of Headboard</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Black<br>- <strong>Dresser</strong>: color: Black</p>
<p><strong>Materials:</strong> Velvet-Like Fabric, Others<br><strong>Color:</strong> Black<br><strong>Weight:</strong> 591.02 lbs<br>
Volume : 80.8 CUFT</p><br>SKU : CM7178BK-Q-4PC",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, SANSOM, LTL",TRUE,Color,Black,,,,,,,,CM7178BK-Q-4PC,268081.9811,shopify,deny,manual,2960,2967,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-1-Z_39df9197-b56d-41a3-913f-550203a443fa.jpg?v=1773558271,1,sansom-4-pc-queen-bedroom-set,FALSE,SANSOM 4 Pc. Queen Bedroom Set | GOODDEGG,The SANSOM Bedroom creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-1-Z_39df9197-b56d-41a3-913f-550203a443fa.jpg?v=1773558271,lb,,1259,Active,591.02,80.8,"103 1/2""L X 94""W X 56""H",Black
sansom-4-pc-queen-bedroom-set,,,,,,,,,Gray,,,,,,,,CM7178GY-Q-4PC,270431.9978,shopify,deny,manual,2960,2967,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-1_04541e1b-9abf-43f0-9b47-b825617c67fd.jpg?v=1773558272,2,sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-CM7150GY-1_dbdc7039-5c77-4056-b781-49c6296c8165.jpg?v=1773558271,lb,,1299,Active,596.2,81.1,"103 1/2""L X 94""W X 56""H",Gray
sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-3_03b0fa9e-97ce-4c4f-83d5-7403169ddd6e.jpg?v=1773558271,3,sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-USB_3dda2251-4072-465f-80ae-d5cc70700316.jpg?v=1773558272,4,sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-CM7150BK-1_384d7fcc-7f73-4a82-b011-147922755bb7.jpg?v=1773558271,5,sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178BK-2_8a7acd06-b307-4835-ad9c-f123e7b7f531.jpg?v=1773558272,6,sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-CM7150GY-1_dbdc7039-5c77-4056-b781-49c6296c8165.jpg?v=1773558271,7,sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-3_a0e14602-8df1-43e1-981d-a37d9b4c88d2.jpg?v=1773558271,8,sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-4_f2875e1c-a631-4cf1-b2ed-3d7bbae4b585.jpg?v=1773558271,9,sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-1-Z_d6c73091-678d-417d-8fd0-0548ee878fd5.jpg?v=1773558271,10,sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-USB_85bee705-675e-41fa-ac55-500e0617caf7.jpg?v=1773558272,11,sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7178GY-2_93676dd3-01a5-4399-97cd-f82188294974.jpg?v=1773558271,12,sansom-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
regulus-5-pc-queen-bedroom-set-with-chest,Furniture of America - REGULUS 5 Pc. Queen Bedroom Set w/ Chest (CM7475GY-Q-5PC-CHEST),"<p><span style=""color: Gray""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>REGULUS 5 Pc. Bedroom Set w/Chest brings a restful, finished feel to the bedroom. This bedroom bedroom is made to fit naturally into the room. A Contemporary profile gives the space a refined, approachable look. Crafted with Solid Wood, Engineered Veneer, then finished in Gray tones to suit a range of interiors.<br>Product Dimensions: BED: 85"" L x 63"" W x 56 1 / 4"" H<br><strong>Size:</strong> Queen<br>Features<br>- #REF!</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Gray<br>- <strong>Dresser</strong>: color: Gray<br>- <strong>Chest</strong>: color: Gray</p>
<p><strong>Materials:</strong> Solid Wood, Engineered Veneer<br><strong>Color:</strong> Gray<br><strong>Weight:</strong> 702.5 lbs<br>
Volume : 89.1 CUFT</p><br>SKU : CM7475GY-Q-5PC-CHEST",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom,"2026, Bedroom, BEDROOM FURNITURE, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, REGULUS, LTL",TRUE,Title,Default Title,,,,,,,,CM7475GY-Q-5PC-CHEST,318649.0028,shopify,deny,manual,2875,3204,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-1_5da206b7-2bb4-49f7-ae76-72441580c867.jpg?v=1773558273,1,regulus-5-pc-queen-bedroom-set-with-chest,FALSE,REGULUS 5 Pc. Queen Bedroom Set w/ Chest | GOODDEGG,The REGULUS Bedroom w/ Chest creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-1_5da206b7-2bb4-49f7-ae76-72441580c867.jpg?v=1773558273,lb,,1299,Active,702.5,89.1,"BED: 85""L X 63""W X 56 1/4""H",Gray
regulus-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-2_1e0df2fd-434d-4206-82a7-379fbdf6399e.jpg?v=1773558273,2,regulus-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
regulus-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-3_6040772d-6490-404c-9921-1962fd3b30ef.jpg?v=1773558273,3,regulus-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
regulus-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-4_358a54a1-7c02-44a6-b3b7-7512018bb687.jpg?v=1773558273,4,regulus-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
regulus-5-pc-queen-bedroom-set-with-2ns,Furniture of America - REGULUS 5 Pc. Queen Bedroom Set w/ 2NS (CM7475GY-Q-5PC-2NS),"<p><span style=""color: Gray""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>REGULUS 5 Pc. Bedroom Set w/2NS completes the bedroom with a relaxed, pulled-together look. As a bedroom bedroom, it is designed to coordinate with matching pieces. The Contemporary character adds definition without feeling heavy. Built from Solid Wood, Engineered Veneer and finished in Gray tones for a clean, cohesive look.<br>Product Dimensions: BED: 85"" L x 63"" W x 56 1 / 4"" H<br><strong>Size:</strong> Queen<br>Features<br>- #REF!</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Gray<br>- <strong>Dresser</strong>: color: Gray</p>
<p><strong>Materials:</strong> Solid Wood, Engineered Veneer<br><strong>Color:</strong> Gray<br><strong>Weight:</strong> 591 lbs<br>
Volume : 75.9 CUFT</p><br>SKU : CM7475GY-Q-5PC-2NS",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom,"2026, Bedroom, BEDROOM FURNITURE, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, REGULUS, LTL",TRUE,Title,Default Title,,,,,,,,CM7475GY-Q-5PC-2NS,268073,shopify,deny,manual,2527,2757,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-1_2a5e85c0-23d3-434e-a59c-f23da92c2223.jpg?v=1773558275,1,regulus-5-pc-queen-bedroom-set-with-2ns,FALSE,REGULUS 5 Pc. Queen Bedroom Set w/ 2NS | GOODDEGG,The REGULUS Bedroom w/ 2NS creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-1_2a5e85c0-23d3-434e-a59c-f23da92c2223.jpg?v=1773558275,lb,,1149,Active,591,75.9,"BED: 85""L X 63""W X 56 1/4""H",Gray
regulus-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-2_1adc1034-3d48-47f2-8159-846b6970bc73.jpg?v=1773558275,2,regulus-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
regulus-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-3_34a303cb-4667-452c-a9ab-e153ddb32320.jpg?v=1773558275,3,regulus-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
regulus-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-4_3720dc3a-17a2-4d34-963d-6dd0e9f5b2bf.jpg?v=1773558275,4,regulus-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
regulus-4-pc-queen-bedroom-set,Furniture of America - REGULUS 4 Pc. Queen Bedroom Set (CM7475GY-Q-4PC),"<p><span style=""color: Gray""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>Create a calm, coordinated retreat with REGULUS 4 Pc. Bedroom Set. Designed as a bedroom bedroom, it pairs easily with surrounding decor. Its Contemporary styling keeps the room feeling polished yet comfortable. Finished in Gray tones, the Solid Wood, Engineered Veneer build keeps the look polished and practical.<br>Product Dimensions: BED: 85"" L x 63"" W x 56 1 / 4"" H<br><strong>Size:</strong> Queen<br>Features<br>- LED Lighting on Headboard<br>- Footboard Drawers w/Full-extension Glides<br>- Ball-bearing Glides for Case Good Drawers<br>- Felt-lined Top Drawer<br>- Nickel Finger Pulls<br>- Dovetail Drawers<br>- Mattress Ready</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Gray<br>- <strong>Dresser</strong>: color: Gray</p>
<p><strong>Materials:</strong> Solid Wood, Engineered Veneer<br><strong>Color:</strong> Gray<br><strong>Weight:</strong> 517.7 lbs<br>
Volume : 66.1 CUFT</p><br>SKU : CM7475GY-Q-4PC",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom,"2026, Bedroom, BEDROOM FURNITURE, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, REGULUS, LTL",TRUE,Title,Default Title,,,,,,,,CM7475GY-Q-4PC,234824.9967,shopify,deny,manual,2420,2427,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-1_aa43cd7f-d75f-4ee2-ac70-6502987cec50.jpg?v=1773558277,1,regulus-4-pc-queen-bedroom-set,FALSE,REGULUS 4 Pc. Queen Bedroom Set | GOODDEGG,The REGULUS Bedroom creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-1_aa43cd7f-d75f-4ee2-ac70-6502987cec50.jpg?v=1773558277,lb,,999,Active,517.7,66.1,"BED: 85""L X 63""W X 56 1/4""H",Gray
regulus-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-2_4d699945-452c-4f40-bb4f-077be048027b.jpg?v=1773558277,2,regulus-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
regulus-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-3_b6a30322-1c54-443a-956e-23feb979dfda.jpg?v=1773558277,3,regulus-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
regulus-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7475GY-4_51fbb5b6-8bd1-417b-aac2-35e4a94e1c26.jpg?v=1773558277,4,regulus-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
