Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
acapulco-sofa,ACAPULCO Sofa,"FREE SHIPPING
ACAPULCO Sofa adds a Traditional touch while keeping the room feeling warm and welcoming. This upholstery sofa is made to fit naturally into the room. Crafted from Fabric, Solid Wood, Others, it is finished in Off-White tones that pair easily with surrounding decor.
Product Dimensions: 84.5"" W x 43""D x 48"" H
Features
- Made with solid wood & wood veneer

Materials: Fabric, Solid Wood, Others
Color: Off-White
Weight: 190.5 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Sofa, ACAPULCO",TRUE,Color,Off-White,,,,,FM65001WH-SF,86409,shopify,20,deny,manual,879,2217,TRUE,FALSE,,,,,FALSE,Acapulco Sofa in Off-White | GOODDEGG,The ACAPULCO Sofa offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM65001WH-SF,new,FALSE,,g,,879,,,,,,,active
acaso-accent-chair,ACASO Accent Chair,"FREE SHIPPING
Make the room feel complete with ACASO Accent Chair and its Contemporary character. Built as a accent chair, it pairs well with a wide range of interiors. Finished in Mushroom tones, the Fabric, Foam, Rubberwood build balances durability with visual appeal.
Product Dimensions: 30.5"" W x 32""D x 32.5"" H (SEAT HT: 19"", SEAT DP: 22"")

Materials: Fabric, Foam, Rubberwood
Color: Mushroom",Furniture of America,,Accent,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Accent, Chair, ACASO",TRUE,Color,Mushroom,,,,,FM-AC8017LB,,shopify,20,deny,manual,239,537,TRUE,FALSE,,,,,FALSE,ACASO Accent Chair in Mushroom | GOODDEGG,The ACASO Accent Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM-AC8017LB,new,FALSE,,g,,239,,,,,,,active
acaso-accent-chair,ACASO Accent Chair,"FREE SHIPPING
ACASO Accent Chair brings a Contemporary look to your home with a refined, comfortable feel. As a accent chair, it is designed to complement your space. The Fabric, Foam, Rubberwood construction is complemented by White tones for a polished look.
Product Dimensions: 30.5"" W x 32""D x 32.5"" H (SEAT HT: 19"", SEAT DP: 22"")

Materials: Fabric, Foam, Rubberwood
Color: White",Furniture of America,,Accent,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Accent, Chair, ACASO",TRUE,Color,White,,,,,FM-AC8017WH,,shopify,20,deny,manual,239,537,TRUE,FALSE,,,,,FALSE,ACASO Accent Chair in White | GOODDEGG,The ACASO Accent Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM-AC8017WH,new,FALSE,,g,,239,,,,,,,active
acke-computer-desk,ACKE Computer Desk,"FREE SHIPPING
Elevate your space with ACKE Computer Desk, styled in Contemporary and designed for everyday comfort. This accent desk is made to fit naturally into the room. With Metal, Glass, Engineered Wood and Black tones, it blends structure and softness in one clean profile.
Product Dimensions: 59 1 or 4"" L x 23 5 or 8"" W x 29 3 or 4"" H (WHEN SHELF OPEN: 55 1 or 8"" W)

Materials: Metal, Glass, Engineered Wood
Color: Black
Weight: 141.02 lbs",Furniture of America,,Accent,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Accent, Desk, ACKE",TRUE,Color,Black,,,,,CM-DK6131BK,63966,shopify,20,deny,manual,399,1077,TRUE,FALSE,,,,,FALSE,ACKE Computer Desk in Black | GOODDEGG,The ACKE Computer Desk creates a focused workspace for daily tasks. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM-DK6131BK,new,FALSE,,g,,399,,,,,,,active
acke-computer-desk,ACKE Computer Desk,"FREE SHIPPING
ACKE Computer Desk adds a Contemporary touch while keeping the room feeling warm and welcoming. Built as a accent desk, it pairs well with a wide range of interiors. Crafted from Metal, Glass, Engineered Wood, it is finished in Gray tones that pair easily with surrounding decor.
Product Dimensions: 59 1 or 4 - 55 1 or 8"" L x 23 5 or 8""D x 29 3 or 4"" H

Materials: Metal, Glass, Engineered Wood
Color: Gray
Weight: 141.02 lbs",Furniture of America,,Accent,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Accent, Desk, ACKE",TRUE,Color,Gray,,,,,CM-DK6131GY,63966,shopify,20,deny,manual,399,1077,TRUE,FALSE,,,,,FALSE,ACKE Computer Desk in Gray | GOODDEGG,The ACKE Computer Desk creates a focused workspace for daily tasks. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM-DK6131GY,new,FALSE,,g,,399,,,,,,,active
acke-computer-desk,ACKE Computer Desk,"FREE SHIPPING
Make the room feel complete with ACKE Computer Desk and its Contemporary character. As a accent desk, it is designed to complement your space. Finished in White tones, the Metal, Glass, Engineered Wood build balances durability with visual appeal.
Product Dimensions: 59 1 or 4"" L x 23 5 or 8"" W x 29 3 or 4"" H (WHEN SHELF OPEN: 55 1 or 8"" W)

Materials: Metal, Glass, Engineered Wood
Color: White
Weight: 141.02 lbs",Furniture of America,,Accent,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Accent, Desk, ACKE",TRUE,Color,White,,,,,CM-DK6131WH,63966,shopify,20,deny,manual,399,1077,TRUE,FALSE,,,,,FALSE,ACKE Computer Desk in White | GOODDEGG,The ACKE Computer Desk creates a focused workspace for daily tasks. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM-DK6131WH,new,FALSE,,g,,399,,,,,,,active
adalia-dining-table,ADALIA Dining Table,"FREE SHIPPING
ADALIA Dining Table brings a Glam look to your home with a refined, comfortable feel. This dining dining table is made to fit naturally into the room. The Flannelette, Solid Wood, Polyresin, Mirror, Others construction is complemented by Silver  or  Dark Gray tones for a polished look.
Product Dimensions: 90"" L (72""  and  1 x 18""leaf) x 40 5 or 8"" W x 30 1 or 2"" H
Features
- Glam design
- Made with solid wood & wood veneer

Materials: Flannelette, Solid Wood, Polyresin, Mirror, Others
Color: Silver  or  Dark Gray
Weight: 194 lbs",Furniture of America,,Dining,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Dining, Dining Table, ADALIA",TRUE,Color,Silver/Dark Gray,,,,,CM3241SV-T,87997,shopify,20,deny,manual,419,1077,TRUE,FALSE,,,,,FALSE,ADALIA Dining Table in Silver  or  Dark Gray | GOODDEGG,The ADALIA Dining Table creates a welcoming place for meals and gatherings. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM3241SV-T,new,FALSE,,g,,419,,,,,,,active
adalia-wingback-chair-2-or-ctn,ADALIA Wingback Chair (2 or CTN),"FREE SHIPPING
Elevate your space with ADALIA Wingback Chair (2 or CTN), styled in Glam and designed for everyday comfort. Built as a dining chair, it pairs well with a wide range of interiors. With Flannelette, Solid Wood, Polyresin, Mirror, Others and Silver  or  Dark Gray tones, it blends structure and softness in one clean profile.
Product Dimensions: 21"" W x 25""D x 40"" H (SEAT HT: 19 5 or 8"", SEAT DP: 18 1 or 8"")
Features
- Glam design
- Made with solid wood & wood veneer

Materials: Flannelette, Solid Wood, Polyresin, Mirror, Others
Color: Silver  or  Dark Gray
Weight: 50.7 lbs",Furniture of America,,Dining,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Dining, Chair, ADALIA",TRUE,Color,Silver/Dark Gray,,,,,CM3241GY-SC-2PK,22997,shopify,20,deny,manual,270,720,TRUE,FALSE,,,,,FALSE,ADALIA Wingback Chair (2 or CTN) in Silver  or  Dark Gray | GOODDEGG,The ADALIA Wingback Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM3241GY-SC-2PK,new,FALSE,,g,,270,,,,,,,active
adara-daybed,ADARA Daybed,"FREE SHIPPING
ADARA Daybed adds a Transitional touch while keeping the room feeling warm and welcoming. As a bedroom daybed, it is designed to complement your space. Crafted from Fabric, Rubberwood, it is finished in Natural Oak tones that pair easily with surrounding decor.
Product Dimensions: 83.5"" W x 44.5""D x 42"" H

Materials: Fabric, Rubberwood
Color: Natural Oak
Weight: 128 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Daybed, ADARA",TRUE,Color,Natural Oak,,,,,FM1200NT-BED,58060,shopify,20,deny,manual,459,1047,TRUE,FALSE,,,,,FALSE,ADARA Daybed in Natural Oak | GOODDEGG,The ADARA Daybed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM1200NT-BED,new,FALSE,,g,,459,,,,,,,active
adelaide-3-pc-counter-height-table-set,ADELAIDE 3 Pc. Counter Height Table Set,"FREE SHIPPING
Make the room feel complete with ADELAIDE 3 Pc. Counter Height Table Set and its Transitional character. This dining dining set is made to fit naturally into the room. Finished in Brown  or  Beige tones, the Rubberwood, Paper Veneer, Engineered Wood build balances durability with visual appeal.
Product Dimensions: TABLE: 42"" W x 22""D x 36"" H, STOOL: 18"" W x 11""D x 24"" H

Materials: Rubberwood, Paper Veneer, Engineered Wood
Color: Brown  or  Beige
Weight: 61.7 lbs",Furniture of America,,Dining,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Dining, Dining Set, ADELAIDE",TRUE,Color,Brown/Beige,,,,,SL3400BR-PT-3PK,27987,shopify,20,deny,manual,119,297,TRUE,FALSE,,,,,FALSE,ADELAIDE 3 Pc. Counter Height Table Set in Brown  or  Beige | GOODDEGG,The ADELAIDE Counter Height Table brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,SL3400BR-PT-3PK,new,FALSE,,g,,119,,,,,,,active
adelina-dining-table,ADELINA Dining Table,"FREE SHIPPING
ADELINA Dining Table brings a Transitional look to your home with a refined, comfortable feel. Built as a dining dining table, it pairs well with a wide range of interiors. The Mirror, Solid Wood, Others construction is complemented by Champagne tones for a polished look.
Product Dimensions: 84""(66""  and  1 x 18"" LEAF)L x 42"" W x 3"" H
Features
- Made with solid wood & wood veneer

Materials: Mirror, Solid Wood, Others
Color: Champagne
Weight: 213.8 lbs",Furniture of America,,Dining,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Dining, Dining Table, ADELINA",TRUE,Color,Champagne,,,,,CM3158T-TABLE,96978,shopify,20,deny,manual,419,1137,TRUE,FALSE,,,,,FALSE,ADELINA Dining Table in Champagne | GOODDEGG,The ADELINA Dining Table creates a welcoming place for meals and gatherings. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM3158T-TABLE,new,FALSE,,g,,419,,,,,,,active
adelina-round-table,ADELINA Round Table,"FREE SHIPPING
Elevate your space with ADELINA Round Table, styled in Transitional and designed for everyday comfort. As a dining dining table, it is designed to complement your space. With Mirror, Solid Wood, Others and Champagne tones, it blends structure and softness in one clean profile.
Product Dimensions: 47 3 or 4""DIA x 31-1 or 2"" H
Features
- Made with solid wood & wood veneer

Materials: Mirror, Solid Wood, Others
Color: Champagne
Weight: 107.8 lbs",Furniture of America,,Dining,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Dining, Dining Table, ADELINA",TRUE,Color,Champagne,,,,,CM3158RT,48897,shopify,20,deny,manual,289,777,TRUE,FALSE,,,,,FALSE,ADELINA Round Table in Champagne | GOODDEGG,The ADELINA Round Table creates a welcoming place for meals and gatherings. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM3158RT,new,FALSE,,g,,289,,,,,,,active
adelina-server,ADELINA Server,"FREE SHIPPING
ADELINA Server adds a Transitional touch while keeping the room feeling warm and welcoming. This dining server is made to fit naturally into the room. Crafted from Tempered Glass, Mirror, Solid Wood, Others, it is finished in Champagne tones that pair easily with surrounding decor.
Product Dimensions: 54"" W x 18""D x 36"" H
Features
- Made with solid wood & wood veneer

Materials: Tempered Glass, Mirror, Solid Wood, Others
Color: Champagne
Weight: 169.4 lbs",Furniture of America,,Dining,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Dining, Server, ADELINA",TRUE,Color,Champagne,,,,,CM3158SV,76838,shopify,20,deny,manual,499,1257,TRUE,FALSE,,,,,FALSE,ADELINA Server in Champagne | GOODDEGG,The ADELINA Server brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM3158SV,new,FALSE,,g,,499,,,,,,,active
adelina-side-chair-2-or-ctn,ADELINA Side Chair (2 or CTN),"FREE SHIPPING
Make the room feel complete with ADELINA Side Chair (2 or CTN) and its Transitional character. Built as a dining chair, it pairs well with a wide range of interiors. Finished in Champagne  or  Warm Gray tones, the Leatherette, Mirror, Solid Wood, Others build balances durability with visual appeal.
Product Dimensions: 20"" W x 24""D x 4"" H (SEAT HT: 18 7 or 8"", SEAT DP: 16 7 or 8"")
Features
- Made with solid wood & wood veneer

Materials: Leatherette, Mirror, Solid Wood, Others
Color: Champagne  or  Warm Gray
Weight: 41.8 lbs",Furniture of America,,Dining,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Dining, Chair, ADELINA",TRUE,Color,Champagne/Warm Gray,,,,,CM3158SC-2PK,18960,shopify,20,deny,manual,160,420,TRUE,FALSE,,,,,FALSE,ADELINA Side Chair (2 or CTN) in Champagne  or  Warm Gray | GOODDEGG,The ADELINA Side Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM3158SC-2PK,new,FALSE,,g,,160,,,,,,,active
adelpha-chair,ADELPHA Chair,"FREE SHIPPING
ADELPHA Chair brings a Glam look to your home with a refined, comfortable feel. As a upholstery chair, it is designed to complement your space. The Solid Wood, Fabric, Stainless Steel, Others construction is complemented by Beige  or  Gold tones for a polished look.
Product Dimensions: 50.5"" W x 37""D x 30"" H (SEAT HT: 19"", SEAT DP: 25.5"")
Features
- Glam design
- Made with solid wood & wood veneer
- Padded Headboard & Footboard with pleated design

Materials: Solid Wood, Fabric, Stainless Steel, Others
Color: Beige  or  Gold
Weight: 125 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Chair, ADELPHA",TRUE,Color,Beige/Gold,,,,,FM67002BG-CH,56699,shopify,20,deny,manual,689,1707,TRUE,FALSE,,,,,FALSE,ADELPHA Chair in Beige  or  Gold | GOODDEGG,The ADELPHA Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM67002BG-CH,new,FALSE,,g,,689,,,,,,,active
adelpha-loveseat,ADELPHA Loveseat,"FREE SHIPPING
Elevate your space with ADELPHA Loveseat, styled in Glam and designed for everyday comfort. This upholstery loveseat is made to fit naturally into the room. With Solid Wood, Fabric, Stainless Steel, Others and Beige  or  Gold tones, it blends structure and softness in one clean profile.
Product Dimensions: 72.5"" W x 37""D x 30"" H
Features
- Glam design
- Made with solid wood & wood veneer
- Padded Headboard & Footboard with pleated design

Materials: Solid Wood, Fabric, Stainless Steel, Others
Color: Beige  or  Gold
Weight: 161 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Loveseat, ADELPHA",TRUE,Color,Beige/Gold,,,,,FM67002BG-LV,73028,shopify,20,deny,manual,900,2130,TRUE,FALSE,,,,,FALSE,ADELPHA Loveseat in Beige  or  Gold | GOODDEGG,The ADELPHA Loveseat offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM67002BG-LV,new,FALSE,,g,,900,,,,,,,active
adelpha-sofa,ADELPHA Sofa,"FREE SHIPPING
ADELPHA Sofa adds a Glam touch while keeping the room feeling warm and welcoming. Built as a upholstery sofa, it pairs well with a wide range of interiors. Crafted from Solid Wood, Fabric, Stainless Steel, Others, it is finished in Beige  or  Gold tones that pair easily with surrounding decor.
Product Dimensions: 89"" W x 37""D x 30"" H
Features
- Glam design
- Made with solid wood & wood veneer
- Padded Headboard & Footboard with pleated design

Materials: Solid Wood, Fabric, Stainless Steel, Others
Color: Beige  or  Gold
Weight: 187 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Sofa, ADELPHA",TRUE,Color,Beige/Gold,,,,,FM67002BG-SF,84822,shopify,20,deny,manual,1039,2487,TRUE,FALSE,,,,,FALSE,Adelpha Sofa in Beige  or  Gold | GOODDEGG,The ADELPHA Sofa offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM67002BG-SF,new,FALSE,,g,,1039,,,,,,,active
adia-7-pc-dinning-table-set,ADIA 7 Pc. Dinning Table Set,"FREE SHIPPING
Make the room feel complete with ADIA 7 Pc. Dinning Table Set and its Transitional character. As a dining dining set, it is designed to complement your space. Finished in Brown tones, the Faux Marble, Acacia Wood, Rubberwood, Engineered Wood build balances durability with visual appeal.
Product Dimensions: DINING TABLE: 60"" W x 36""D x 30"" H, SIDE CHAIR: 17"" W x 20.5""D x 37"" H

Materials: Faux Marble, Acacia Wood, Rubberwood, Engineered Wood
Color: Brown
Weight: 189.2 lbs",Furniture of America,,Dining,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Dining, Dining Set, ADIA",TRUE,Color,Brown,,,,,TM3103T-7PK,85820,shopify,20,deny,manual,339,837,TRUE,FALSE,,,,,FALSE,ADIA 7 Pc. Dinning Table Set in Brown | GOODDEGG,The ADIA Dinning Table brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,TM3103T-7PK,new,FALSE,,g,,339,,,,,,,active
adia-7-pc-dinning-table-set,ADIA 7 Pc. Dinning Table Set,"FREE SHIPPING
ADIA 7 Pc. Dinning Table Set brings a Transitional look to your home with a refined, comfortable feel. This dining dining set is made to fit naturally into the room. The Faux Marble, Acacia Wood, Rubberwood, Engineered Wood construction is complemented by Dark Gray tones for a polished look.
Product Dimensions: DINING TABLE: 60"" W x 36""D x 30"" H, SIDE CHAIR: 17"" W x 20.5""D x 37"" H

Materials: Faux Marble, Acacia Wood, Rubberwood, Engineered Wood
Color: Dark Gray
Weight: 189.2 lbs",Furniture of America,,Dining,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Dining, Dining Set, ADIA",TRUE,Color,Dark Gray,,,,,TM3110T-7PK,85820,shopify,20,deny,manual,339,837,TRUE,FALSE,,,,,FALSE,ADIA 7 Pc. Dinning Table Set in Dark Gray | GOODDEGG,The ADIA Dinning Table brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,TM3110T-7PK,new,FALSE,,g,,339,,,,,,,active
afton-12-euro-box-pocket-coil,"AFTON 12"" Euro Box Pocket Coil","FREE SHIPPING
AFTON 12"" Euro Box Pocket Coil is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam, it brings a reliable, comfortable feel with White  or  Gray tones.
Product Dimensions: 84"" L x 72"" W x 12"" H
Size: California King
Features
- Supportive coil system for steady alignment

Materials: Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam
Color: White  or  Gray
Weight: 90 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, AFTON",TRUE,Color,White/Gray,Size,Cal.King,,,DM337CK-M,40823,shopify,20,deny,manual,599,1407,TRUE,FALSE,,,,,FALSE,"AFTON 12"" Euro Box Pocket Coil California King | GOODDEGG","The AFTON Euro Box Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM337CK-M,new,FALSE,,g,,599,,,,,,,active
afton-12-euro-box-pocket-coil,"AFTON 12"" Euro Box Pocket Coil","FREE SHIPPING
Sleep easy with AFTON 12"" Euro Box Pocket Coil, designed to deliver comfort and steady support night after night. Its Mattress design keeps the look clean and inviting. The Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam construction keeps you comfortable, finished in White  or  Gray tones.
Product Dimensions: 80"" L x 76"" W x 12"" H
Size: Eastern King
Features
- Supportive coil system for steady alignment

Materials: Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam
Color: White  or  Gray
Weight: 90 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, AFTON",TRUE,Color,White/Gray,Size,E.King,,,DM337EK-M,40823,shopify,20,deny,manual,599,1407,TRUE,FALSE,,,,,FALSE,"AFTON 12"" Euro Box Pocket Coil Eastern King in White  or  Gray | GOODD | GOODDEGG","The AFTON Euro Box Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM337EK-M,new,FALSE,,g,,599,,,,,,,active
afton-12-euro-box-pocket-coil,"AFTON 12"" Euro Box Pocket Coil","FREE SHIPPING
AFTON 12"" Euro Box Pocket Coil offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam, it is finished in White  or  Gray tones and made for lasting comfort.
Product Dimensions: 75"" L x 54"" W x 12"" H
Size: Full
Features
- Supportive coil system for steady alignment

Materials: Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam
Color: White  or  Gray
Weight: 60 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, AFTON",TRUE,Color,White/Gray,Size,Full,,,DM337F-M,27216,shopify,20,deny,manual,399,987,TRUE,FALSE,,,,,FALSE,"AFTON 12"" Euro Box Pocket Coil Full in White  or  Gray | GOODDEGG","The AFTON Euro Box Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM337F-M,new,FALSE,,g,,399,,,,,,,active
afton-12-euro-box-pocket-coil,"AFTON 12"" Euro Box Pocket Coil","FREE SHIPPING
AFTON 12"" Euro Box Pocket Coil is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam, it brings a reliable, comfortable feel with White  or  Gray tones.
Product Dimensions: 80"" L x 60"" W x 12"" H
Size: Queen
Features
- Supportive coil system for steady alignment

Materials: Designer Stretch Fabric 5 Layer Tack And Jump Quilting Hd Polyurethane Foam
Color: White  or  Gray
Weight: 70 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, AFTON",TRUE,Color,White/Gray,Size,Queen,,,DM337Q-M,31751,shopify,20,deny,manual,499,1227,TRUE,FALSE,,,,,FALSE,"AFTON 12"" Euro Box Pocket Coil Queen in White  or  Gray | GOODDEGG","The AFTON Euro Box Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM337Q-M,new,FALSE,,g,,499,,,,,,,active
agata-glider-recliner,AGATA Glider Recliner,"FREE SHIPPING
Elevate your space with AGATA Glider Recliner, styled in Transitional and designed for everyday comfort. As a upholstery motion, it is designed to complement your space. With Leatherette, Solid Wood, Others and Brown tones, it blends structure and softness in one clean profile.
Product Dimensions: 41.5"" W x 38.5""D x 41"" H
Features
- Made with solid wood & wood veneer

Materials: Leatherette, Solid Wood, Others
Color: Brown
Weight: 106.9 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Motion, AGATA",TRUE,Color,Brown,,,,,NX6001BR-CH,48489,shopify,20,deny,manual,220,450,TRUE,FALSE,,,,,FALSE,AGATA Glider Recliner in Brown | GOODDEGG,The AGATA Glider Recliner brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,NX6001BR-CH,new,FALSE,,g,,220,,,,,,,active
agata-loveseat,AGATA Loveseat,"FREE SHIPPING
AGATA Loveseat adds a Transitional touch while keeping the room feeling warm and welcoming. This upholstery motion is made to fit naturally into the room. Crafted from Leatherette, Solid Wood, Others, it is finished in Brown tones that pair easily with surrounding decor.
Product Dimensions: 79"" W x 38.5""D x 41"" H
Features
- Made with solid wood & wood veneer

Materials: Leatherette, Solid Wood, Others
Color: Brown
Weight: 211.8 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Motion, AGATA",TRUE,Color,Brown,,,,,NX6001BR-LV,96071,shopify,20,deny,manual,380,840,TRUE,FALSE,,,,,FALSE,AGATA Loveseat in Brown | GOODDEGG,The AGATA Loveseat brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,NX6001BR-LV,new,FALSE,,g,,380,,,,,,,active
agata-sofa,AGATA Sofa,"FREE SHIPPING
Make the room feel complete with AGATA Sofa and its Transitional character. Built as a upholstery motion, it pairs well with a wide range of interiors. Finished in Brown tones, the Leatherette, Solid Wood, Others build balances durability with visual appeal.
Product Dimensions: 87"" W x 38.5""D x 41"" H
Features
- Made with solid wood & wood veneer

Materials: Leatherette, Solid Wood, Others
Color: Brown
Weight: 216.7 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Motion, AGATA",TRUE,Color,Brown,,,,,NX6001BR-SF,98293,shopify,20,deny,manual,469,957,TRUE,FALSE,,,,,FALSE,AGATA Sofa in Brown | GOODDEGG,The AGATA Sofa brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,NX6001BR-SF,new,FALSE,,g,,469,,,,,,,active
aileen-storage-stool,AILEEN Storage Stool,"FREE SHIPPING
AILEEN Storage Stool brings a Contemporary look to your home with a refined, comfortable feel. As a accent stool, it is designed to complement your space. The Fabric, Stainless Steel, Engineered Wood construction is complemented by Charcoal tones for a polished look.
Product Dimensions: 18"" W x 18""D x 18.5"" H

Materials: Fabric, Stainless Steel, Engineered Wood
Color: Charcoal
Weight: 18.62 lbs",Furniture of America,,Accent,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Accent, Stool, AILEEN",TRUE,Color,Charcoal,,,,,FM-AC8006GY,8446,shopify,20,deny,manual,69,177,TRUE,FALSE,,,,,FALSE,AILEEN Storage Stool in Charcoal | GOODDEGG,The AILEEN Storage Stool brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM-AC8006GY,new,FALSE,,g,,69,,,,,,,active
